Date,Open,High,Low,Close,Adj Close,Volume
2021-06-07,86.33000183105469,86.45999908447266,85.94999694824219,86.12999725341797,83.4132080078125,1437700
2021-06-08,85.5,85.83999633789062,84.38999938964844,84.75,82.60421752929688,1398400
2021-06-09,84.94000244140625,85.55000305175781,84.69999694824219,85.36000061035156,83.19877624511719,1195100
2021-06-10,85.27999877929688,86.26000213623047,85.19000244140625,85.8499984741211,83.6763687133789,1483400
2021-06-11,85.70999908447266,85.83000183105469,85.23999786376953,85.79000091552734,83.61788940429688,1440800
2021-06-14,85.70999908447266,86.04000091552734,85.11000061035156,85.83999633789062,83.66661071777344,1227200
2021-06-15,85.88999938964844,86.77999877929688,85.4000015258789,86.13999938964844,83.95902252197266,2035800
2021-06-16,85.47000122070312,86.30999755859375,83.75,83.91000366210938,81.78548431396484,2084800
2021-06-17,83.87000274658203,85.0199966430664,83.54000091552734,84.48999786376953,82.35079956054688,1511000
2021-06-18,83.63999938964844,83.9800033569336,81.93000030517578,82.11000061035156,80.03105926513672,2955200
2021-06-21,82.3499984741211,83.66999816894531,82.20999908447266,83.38999938964844,81.27865600585938,1173300
2021-06-22,83.06999969482422,83.58000183105469,82.51000213623047,82.5199966430664,80.43067932128906,1486400
2021-06-23,82.48999786376953,82.61000061035156,81.55000305175781,81.69000244140625,79.62169647216797,1769800
2021-06-24,81.76000213623047,81.8499984741211,80.8499984741211,81.25,79.19284057617188,1649000
2021-06-25,81.12999725341797,81.77999877929688,81.0,81.73999786376953,79.67042541503906,1748000
2021-06-28,81.93000030517578,82.5999984741211,81.6500015258789,81.91999816894531,79.84586334228516,1250800
2021-06-29,81.63999938964844,81.81999969482422,79.48999786376953,79.91000366210938,77.88676452636719,1829800
2021-06-30,79.97000122070312,80.37000274658203,79.3499984741211,80.04000091552734,78.01347351074219,1370000
2021-07-01,80.05000305175781,81.16000366210938,79.8499984741211,80.69999694824219,78.65675354003906,1020300
2021-07-02,80.69999694824219,80.79000091552734,80.19999694824219,80.69999694824219,78.65675354003906,833900
2021-07-06,80.56999969482422,81.45999908447266,79.9800033569336,81.4000015258789,79.33903503417969,960400
2021-07-07,81.23999786376953,82.5199966430664,80.83999633789062,82.31999969482422,80.23573303222656,1018100
2021-07-08,82.08999633789062,82.69000244140625,81.77999877929688,82.05999755859375,79.98231506347656,1069300
2021-07-09,82.38999938964844,82.55999755859375,81.47000122070312,81.91999816894531,79.84586334228516,1294700
2021-07-12,81.72000122070312,83.1500015258789,81.54000091552734,82.87999725341797,80.78156280517578,1022900
2021-07-13,82.81999969482422,83.41000366210938,82.26000213623047,82.62999725341797,80.53789520263672,868200
2021-07-14,82.4800033569336,83.63999938964844,82.02999877929688,83.22000122070312,81.11295318603516,711200
2021-07-15,83.0199966430664,84.2699966430664,82.91999816894531,84.06999969482422,81.94143676757812,1462400
2021-07-16,84.20999908447266,85.45999908447266,83.9000015258789,85.05999755859375,82.9063720703125,808600
2021-07-19,84.80000305175781,85.54000091552734,82.97000122070312,83.9800033569336,81.85371398925781,1471100
2021-07-20,84.08999633789062,85.11000061035156,83.7300033569336,83.9800033569336,81.85371398925781,949100
2021-07-21,83.94000244140625,83.9800033569336,82.2699966430664,82.30000305175781,80.21625518798828,1210400
2021-07-22,82.29000091552734,82.76000213623047,81.88999938964844,82.48999786376953,80.40143585205078,735200
2021-07-23,82.44999694824219,83.41999816894531,82.23999786376953,83.38999938964844,81.27865600585938,552000
2021-07-26,83.11000061035156,83.5,82.61000061035156,83.25,81.1421890258789,651200
2021-07-27,83.31999969482422,85.20999908447266,82.80999755859375,84.98999786376953,82.83814239501953,742900
2021-07-28,84.98999786376953,85.0999984741211,83.62999725341797,84.19000244140625,82.05840301513672,737000
2021-07-29,84.33000183105469,84.69000244140625,83.80000305175781,84.2699966430664,82.13636016845703,717600
2021-07-30,84.26000213623047,84.97000122070312,83.80999755859375,83.91999816894531,81.79523468017578,939700
2021-08-02,84.12999725341797,85.02999877929688,83.9000015258789,84.80999755859375,82.6626968383789,746100
2021-08-03,85.0199966430664,85.97000122070312,84.23999786376953,85.61000061035156,83.44244384765625,795600
2021-08-04,85.3499984741211,85.3499984741211,84.08000183105469,85.25,83.09156036376953,897400
2021-08-05,85.38999938964844,86.16000366210938,84.8499984741211,86.12999725341797,83.94927978515625,859300
2021-08-06,86.23999786376953,87.94000244140625,85.76000213623047,86.86000061035156,84.6607894897461,1396100
2021-08-09,86.86000061035156,87.80999755859375,86.86000061035156,87.70999908447266,85.48927307128906,1165100
2021-08-10,87.80999755859375,88.0,87.26000213623047,87.68000030517578,85.46003723144531,811200
2021-08-11,87.86000061035156,88.45999908447266,87.66999816894531,88.16000366210938,85.92788696289062,837700
2021-08-12,88.37000274658203,88.37000274658203,87.81999969482422,87.91999816894531,85.69395446777344,910400
2021-08-13,88.16999816894531,88.95999908447266,87.83999633789062,88.83999633789062,86.59066009521484,726100
2021-08-16,89.0199966430664,89.87999725341797,88.83999633789062,89.61000061035156,87.34117126464844,699900
2021-08-17,89.5199966430664,90.05000305175781,89.12000274658203,89.9800033569336,87.7018051147461,708100
2021-08-18,89.91999816894531,90.12000274658203,88.94999694824219,89.27999877929688,87.01951599121094,624600
2021-08-19,89.44000244140625,90.7699966430664,89.30999755859375,89.56999969482422,87.30217742919922,960000
2021-08-20,89.4000015258789,90.0999984741211,88.8499984741211,89.58999633789062,87.3216781616211,1589600
2021-08-23,89.4800033569336,89.4800033569336,87.4800033569336,87.55000305175781,85.33332824707031,1486300
2021-08-24,87.58999633789062,87.68000030517578,86.5999984741211,87.13999938964844,84.93370819091797,1166800
2021-08-25,86.94999694824219,87.72000122070312,86.45999908447266,87.33999633789062,85.1286392211914,788900
2021-08-26,87.25,87.77999877929688,86.7300033569336,87.62000274658203,85.40155792236328,908800
2021-08-27,87.9000015258789,88.30000305175781,87.54000091552734,88.0199966430664,85.79141998291016,911900
2021-08-30,88.08999633789062,88.76000213623047,87.80999755859375,88.48999786376953,86.24952697753906,741300
2021-08-31,88.5199966430664,88.81999969482422,87.2699966430664,87.72000122070312,85.49901580810547,1640200
2021-09-01,87.94000244140625,89.12000274658203,87.62999725341797,88.76000213623047,86.5126953125,1402300
2021-09-02,89.0199966430664,89.20999908447266,88.41999816894531,88.9800033569336,86.72711181640625,1167100
2021-09-03,88.8499984741211,89.0999984741211,88.06999969482422,88.11000061035156,85.87913513183594,788000
2021-09-07,87.04000091552734,87.2300033569336,85.80999755859375,86.13999938964844,84.48640441894531,1251500
2021-09-08,86.25,88.69999694824219,85.91000366210938,88.43000030517578,86.73245239257812,1198900
2021-09-09,88.4800033569336,88.58000183105469,87.70999908447266,87.87999725341797,86.19300079345703,946800
2021-09-10,87.77999877929688,88.0,86.97000122070312,87.01000213623047,85.33970642089844,1288400
2021-09-13,87.66999816894531,87.91999816894531,85.87999725341797,86.08999633789062,84.43736267089844,1167600
2021-09-14,86.4800033569336,86.91000366210938,85.75,85.93000030517578,84.28043365478516,781900
2021-09-15,85.58999633789062,86.12999725341797,85.05000305175781,85.33999633789062,83.7017593383789,893400
2021-09-16,85.5999984741211,86.19000244140625,84.91000366210938,85.05000305175781,83.4173355102539,1228900
2021-09-17,84.62999725341797,85.4000015258789,83.4800033569336,83.5999984741211,81.99516296386719,1764100
2021-09-20,83.4000015258789,84.27999877929688,82.72000122070312,83.44000244140625,81.83824157714844,1092000
2021-09-21,83.66000366210938,84.23999786376953,82.8499984741211,82.91999816894531,81.32821655273438,991600
2021-09-22,83.4000015258789,83.87000274658203,82.63999938964844,83.56999969482422,81.96574401855469,1057500
2021-09-23,83.41999816894531,84.22000122070312,83.20999908447266,83.30999755859375,81.71072387695312,1214200
2021-09-24,83.31999969482422,83.87999725341797,83.1500015258789,83.56999969482422,81.96574401855469,823800
2021-09-27,83.6500015258789,84.26000213623047,82.08999633789062,82.19999694824219,80.62203216552734,1068500
2021-09-28,81.83999633789062,82.26000213623047,80.93000030517578,81.41999816894531,79.85700988769531,1084300
2021-09-29,81.4000015258789,82.88999938964844,81.36000061035156,82.33999633789062,80.75935363769531,955100
2021-09-30,82.26000213623047,82.33000183105469,80.81999969482422,81.0,79.44507598876953,1509700
2021-10-01,81.5,81.51000213623047,80.45999908447266,80.61000061035156,79.06256866455078,917400
2021-10-04,80.33999633789062,82.27999877929688,80.2699966430664,81.86000061035156,80.28856658935547,1109100
2021-10-05,81.75,82.38999938964844,81.52999877929688,81.61000061035156,80.04336547851562,1033000
